ensembl_gene_id	IDR_30C_1_pellet_262	IDR_30C_1_SN_244	IDR_30C_1_total_226	IDR_30C_2_pellet_263	IDR_30C_2_SN_245	IDR_30C_2_total_227	IDR_40C_1_pellet_264	IDR_40C_1_SN_246	IDR_40C_1_total_228	IDR_40C_2_pellet_265	IDR_40C_2_SN_247	IDR_40C_2_total_229	IDR_42C_1_pellet_266	IDR_42C_1_SN_248	IDR_42C_1_total_230	IDR_42C_2_pellet_267	IDR_42C_2_SN_249	IDR_42C_2_total_231	WT_30C_1_pellet_250	WT_30C_1_SN_232	WT_30C_1_total_214	WT_30C_2_pellet_251	WT_30C_2_SN_233	WT_30C_2_total_215	WT_40C_1_pellet_252	WT_40C_1_SN_234	WT_40C_1_total_216	WT_40C_2_pellet_253	WT_40C_2_SN_235	WT_40C_2_total_217	WT_42C_1_pellet_254	WT_42C_1_SN_236	WT_42C_1_total_218	WT_42C_2_pellet_255	WT_42C_2_SN_237	WT_42C_2_total_219
YGL139W	2394	1208	1394	2159	1199	1263	2125	439	659	1908	414	754	2147	188	537	2763	190	603	2400	1068	1108	2580	1044	1583	1426	378	673	1715	417	787	2473	241	976	2442	168	887
YGL140C	10890	3664	5524	9688	3990	5406	7527	1058	2433	7573	1111	2454	9308	711	2210	12214	748	2284	7360	3183	4531	8189	3399	5671	5579	1111	2245	6679	911	2539	8711	583	2931	8722	467	3507
YGL141W	1500	855	1251	1426	1135	1413	2418	1143	1885	2381	1249	1614	2250	616	946	2834	866	1045	1033	914	965	1182	887	1376	1929	1125	1513	2108	1125	1886	1904	553	950	1952	272	1044
YGL142C	823	434	537	725	480	578	853	245	436	817	310	510	837	228	405	836	187	408	781	415	647	872	392	828	744	289	484	797	276	576	824	151	621	821	171	551
YGL143C	331	266	389	292	377	383	321	115	215	297	121	231	336	124	222	365	129	185	280	301	381	301	292	482	304	94	179	340	104	198	356	137	285	390	107	254
YGL144C	401	283	392	400	315	388	695	226	383	663	200	414	969	207	458	1261	190	406	298	293	369	379	293	455	653	265	413	771	278	455	948	169	525	961	119	491
YGL145W	727	547	765	719	638	773	352	222	384	303	244	401	504	231	420	714	358	411	562	703	494	681	741	866	321	280	382	319	302	439	634	332	675	631	205	569
YGL146C	157	55	84	145	69	114	265	85	137	275	90	129	273	45	101	270	37	77	127	49	98	104	42	76	163	46	57	212	59	96	207	14	71	193	23	70
YGL147C	4070	18905	22191	4028	18096	24905	4188	7414	9526	3791	10133	12268	4352	19244	18074	2153	10871	14284	3669	21290	30550	3585	21246	27795	3537	13383	10582	4171	12749	13463	3387	20426	26595	3602	23569	23729
YGL148W	2734	4748	6544	2635	6141	6845	3330	2226	3434	3313	2285	3717	4222	3180	4002	3840	3119	3803	1964	4887	6343	2123	5220	6933	1925	2553	2710	2515	2843	3250	3046	3341	3755	3415	3215	4011
YGL149W	11	3	6	23	4	15	11	3	6	18	0	3	19	1	5	22	4	5	13	10	4	23	7	3	11	1	4	14	2	8	11	1	9	17	8	6
YGL150C	6902	2443	2417	5925	2802	3003	8325	1386	2181	7678	1280	1679	5164	445	975	7984	556	783	4530	2645	2878	4216	2277	2247	4492	1077	1257	5364	1117	2702	4624	422	1605	3772	207	1105
YGL151W	1902	1292	1403	1767	1377	1477	2316	816	1481	2166	963	1447	2542	520	996	3623	698	1034	1756	1654	1070	1895	1461	1579	1994	1118	1485	2390	1043	1724	2951	597	1622	2973	247	1591
YGL152C	1	0	0	0	0	3	1	1	0	0	1	2	1	0	0	2	1	0	0	0	1	1	0	0	1	0	1	0	0	0	3	0	2	7	0	2
YGL153W	70	62	97	73	95	93	61	88	128	58	83	147	61	64	78	78	82	77	57	124	81	50	112	108	57	83	86	64	110	102	74	85	109	88	43	90
YGL154C	407	258	281	361	307	334	295	147	199	304	148	235	350	121	190	379	105	186	231	231	266	253	199	284	209	124	187	283	141	218	283	84	225	319	73	195
YGL155W	1519	608	819	1196	811	787	852	356	579	841	329	606	1156	275	476	1209	282	504	820	613	717	865	608	932	539	318	420	773	295	527	1184	208	629	1248	136	646
YGL156W	1443	810	1141	1461	995	1131	12251	3305	5663	11957	3310	5732	7646	975	2289	9341	1059	2247	791	571	672	924	606	777	7855	2535	3846	8403	2246	4033	3787	545	1550	3425	359	1667
YGL157W	941	1181	1612	900	1708	1542	888	1553	2377	759	1702	2421	719	1137	1471	828	1089	1289	588	1428	1213	540	1322	1604	551	1357	1512	685	1575	1868	642	864	1318	682	650	1065
YGL158W	352	199	273	300	271	284	756	414	746	733	460	769	612	156	365	842	209	290	173	142	141	136	93	153	312	111	165	394	111	205	358	72	201	399	50	214
YGL159W	385	431	549	336	467	528	436	392	529	336	433	675	436	351	435	375	314	486	365	545	464	366	580	646	361	464	426	476	379	521	547	350	584	522	246	592
YGL160W	660	260	388	609	370	382	1053	276	670	1016	346	676	777	166	369	959	211	373	652	291	325	640	274	454	995	290	615	1090	341	658	766	111	519	850	83	418
YGL161C	771	1258	1710	851	1479	1824	1237	1531	1868	1237	1670	2227	1185	1458	1526	781	1108	1408	778	1534	1942	742	1642	1957	932	1813	1509	1126	1653	1743	1042	1197	1381	1063	691	1501
YGL162W	135	32	32	98	26	25	188	34	54	170	45	53	176	39	38	178	32	28	91	30	26	76	37	26	100	24	36	153	31	59	158	19	49	160	9	42
YGL163C	1862	819	990	1637	908	1134	2758	674	1252	2689	740	1285	2683	407	840	3544	537	912	1292	740	774	1444	713	1037	1772	689	948	2197	580	1035	1983	410	790	2009	231	961
YGL164C	219	310	302	169	250	320	302	263	572	252	434	613	242	213	334	432	368	340	162	492	172	171	436	285	262	427	425	223	472	556	339	351	555	334	201	495
YGL165C	52	75	92	59	80	121	194	168	251	168	200	247	159	213	229	135	195	170	20	75	71	33	75	91	124	196	208	172	203	287	163	158	199	179	140	226
YGL166W	46	53	71	41	51	89	114	112	199	138	134	228	149	184	220	98	169	196	25	58	49	28	52	56	107	212	165	160	184	173	116	180	188	119	128	188
YGL167C	5986	2022	2754	4833	2255	2606	4009	601	1120	3627	587	1188	5729	491	1787	7114	559	1629	4137	2130	2280	4233	2065	2878	3237	662	1271	3527	801	1506	5413	614	2345	5293	465	2258
YGL168W	428	283	241	357	181	262	319	44	94	289	47	96	462	36	104	450	36	122	348	158	239	307	122	312	203	42	91	292	54	125	387	53	234	404	12	192
YGL169W	578	487	639	427	512	538	191	88	162	175	92	160	325	150	261	312	154	207	289	434	429	387	439	678	194	70	149	244	92	164	401	186	435	432	154	307
YGL170C	122	117	119	79	85	78	420	176	308	393	211	323	342	161	221	362	198	163	72	102	83	78	106	105	280	266	258	359	194	270	330	149	234	333	38	249
YGL171W	854	983	1033	657	748	786	64	33	74	65	55	111	230	198	327	320	310	317	455	947	337	572	1025	844	102	77	76	108	80	108	418	637	842	396	271	626
YGL172W	1487	1328	1932	1491	1616	1871	1861	956	1556	1910	1049	1583	1897	675	967	2097	843	1055	1455	1762	1756	1542	1840	2097	1401	1333	1244	1892	1120	1520	1781	842	1133	2060	575	1377
YGL173C	12621	6872	8391	11139	7799	8217	11458	1203	2880	10817	1229	2893	12517	728	2758	18569	876	2715	7985	7336	7396	8765	6789	9296	8365	1201	2846	8985	1181	3414	12685	801	4586	11906	417	4090
YGL174W	106	36	42	90	56	58	267	64	153	272	89	134	350	57	149	503	89	155	64	49	41	65	41	73	251	46	111	265	56	126	351	46	155	401	30	159
YGL175C	394	119	170	342	160	183	649	135	277	651	141	277	649	88	220	765	96	201	308	166	168	320	141	209	444	105	202	605	106	231	586	63	218	546	40	232
YGL176C	824	332	438	764	376	539	1448	405	810	1393	423	794	1184	298	518	1428	314	530	561	333	375	652	292	607	973	409	590	1202	333	737	939	210	453	998	127	518
YGL177W	11	3	1	10	5	8	73	11	12	71	8	15	43	4	18	49	8	12	5	6	3	15	7	8	65	8	21	76	11	13	61	12	16	48	11	18
YGL178W	536	145	101	380	98	89	1001	139	195	817	159	208	584	73	156	848	74	145	320	137	61	351	121	105	736	141	172	834	141	225	836	142	318	710	70	229
YGL179C	275	155	201	235	159	243	874	516	815	875	536	682	1466	880	1061	1694	865	1013	187	213	277	253	239	280	806	562	776	956	611	946	1619	699	1324	1635	451	1305
YGL180W	952	359	486	870	516	572	2565	401	915	2341	454	918	2089	203	698	2997	225	586	532	283	379	593	296	542	1899	350	988	2078	388	1052	1891	147	817	1787	73	681
YGL181W	133	167	224	151	221	230	231	249	386	209	263	367	252	212	366	288	254	284	133	187	219	125	250	291	220	326	343	204	341	437	229	216	381	241	128	304
YGL182C	3	2	1	6	4	3	6	2	1	2	2	3	16	3	8	22	5	7	2	5	5	5	3	2	7	4	3	9	2	6	18	6	7	17	5	6
YGL183C	19	19	15	27	19	17	44	26	46	47	25	33	116	41	73	138	56	71	24	19	13	21	23	25	60	30	30	64	29	45	162	54	89	168	19	94
YGL184C	111	102	141	165	195	244	177	133	191	203	131	262	194	149	173	164	133	180	200	269	339	297	349	517	90	106	119	143	107	150	139	128	165	176	131	214
YGL185C	277	268	327	249	354	368	595	597	862	542	652	841	605	432	624	566	545	581	175	298	211	219	301	322	408	601	568	521	516	660	564	431	562	513	183	496
YGL186C	2630	1606	2437	2775	1729	2455	1971	888	1450	1881	967	1612	2443	1006	1650	2281	853	1442	2924	1465	2600	3300	1759	2971	1677	914	1209	1969	856	1356	2153	641	1350	2146	673	1605
YGL187C	344	729	909	317	850	1038	601	521	814	610	696	1003	671	785	968	508	478	807	267	876	1215	282	799	1156	477	615	743	586	604	706	638	708	1150	693	482	944
YGL188C	61	216	243	66	238	330	150	160	219	124	196	258	129	182	178	62	90	131	57	190	335	50	171	359	117	150	212	126	156	196	91	177	299	113	113	254
YGL188C-A	28	19	11	20	13	11	10	5	8	15	6	6	62	42	47	61	55	49	13	8	14	27	12	13	21	7	13	20	2	19	64	22	84	108	15	70
YGL189C	1588	2942	3524	1223	4271	3805	1657	2097	2735	1431	2311	2861	1123	3526	3434	910	2733	2588	1177	3689	5331	1172	3751	5581	1477	2446	2600	1597	2885	4102	1145	3211	7776	1189	3678	4582
YGL190C	2732	1605	1852	2305	1852	2025	5127	1214	2453	5046	1373	2142	3859	563	1028	5520	679	1126	1382	1539	1374	1509	1441	2067	3062	1249	1819	3663	1253	2396	3282	430	1515	3224	144	1392
YGL191W	205	739	568	201	581	669	455	1443	2044	409	2188	2330	385	1206	1219	207	754	948	144	644	683	136	554	682	367	1584	1482	470	1394	1821	321	888	1281	293	477	1225
YGL192W	390	42	85	301	66	62	468	63	109	452	66	151	377	62	138	487	60	104	230	63	83	301	70	137	451	85	126	477	90	128	377	45	215	358	38	149
YGL193C	64	5	19	54	15	26	99	17	27	88	20	25	82	6	21	89	5	22	55	16	26	64	18	35	79	13	39	106	4	50	66	14	43	82	4	24
YGL194C	398	248	437	321	344	478	456	347	482	463	353	485	682	377	407	737	430	534	287	339	394	377	356	500	445	426	446	568	414	631	571	356	544	773	203	616
YGL194C-A	35	81	43	42	52	68	89	92	132	97	147	155	79	119	116	63	62	73	41	54	102	48	30	80	62	83	121	71	82	136	71	60	103	63	27	77
YGL195W	24931	10165	11068	20621	8436	8846	14796	5495	6197	13524	5160	6212	17114	2290	4835	22203	2261	4395	20261	11754	11608	20457	10288	13129	12437	6157	6345	13798	6143	8011	23345	2972	9309	20886	2556	8276
YGL196W	562	543	821	622	732	1014	1107	1015	1377	1042	1147	1615	1259	1201	1320	1112	1130	1246	508	919	1157	567	951	1237	881	1337	1406	1170	1373	1613	1403	1094	1499	1513	921	1674
YGL197W	1970	562	574	1484	582	510	3416	225	624	3052	245	542	2259	156	396	3389	194	450	1357	687	648	1482	539	822	2459	222	560	2860	211	836	2730	224	875	2561	157	753
YGL198W	154	312	356	171	312	393	335	166	254	330	213	280	265	228	210	167	149	237	162	277	491	178	271	428	216	175	211	322	159	223	202	151	193	216	177	261
YGL199C	0	1	1	2	0	0	4	0	1	3	0	2	3	1	2	3	1	0	0	2	0	1	1	0	3	2	1	7	0	0	3	0	1	4	1	2
YGL200C	829	1244	1518	884	1251	1760	1221	1002	1328	1112	1227	1626	1346	1259	1456	945	860	1267	850	1323	1958	891	1263	1777	912	1322	1189	1119	1229	1576	1070	1305	1901	1054	1299	1691
YGL201C	2943	2104	2695	2820	2258	2572	1581	708	1089	1472	726	1098	2952	581	976	3844	703	1135	2139	2296	2123	2308	2308	2717	1300	759	935	1471	791	1159	3083	791	1409	3248	518	1777
YGL202W	4459	4061	6471	4496	5352	6900	5692	2823	4411	5621	2933	4442	7647	2253	3527	7526	2156	3467	3028	3529	6983	3302	4119	7578	3108	2568	3933	4160	2761	4791	5666	1572	3388	6451	1738	3966
YGL203C	2137	1137	1521	1980	1083	1379	1575	568	998	1428	596	1088	1919	307	660	2599	462	678	2036	1168	981	2188	1307	1435	1391	581	833	1489	642	1082	2189	411	1053	2161	253	1122
YGL204C	24	37	41	10	35	48	27	37	55	14	44	43	20	36	42	19	39	40	10	35	59	8	19	46	25	38	45	15	46	70	18	40	71	17	46	53
YGL205W	180	47	60	160	57	92	287	96	133	252	77	140	171	48	74	184	50	53	99	32	35	121	33	43	122	44	61	152	33	82	152	48	82	167	28	69
YGL206C	12856	5107	6119	11396	5689	5879	19314	2731	5539	17748	2871	5802	14907	877	3541	22174	1005	3467	10336	7900	6961	10792	6594	9251	16644	2807	5901	18712	2828	6557	17009	1273	7539	15529	894	5733
YGL207W	5605	4695	6376	5844	5697	6718	5889	3375	5066	5864	3615	5411	10382	1850	3483	14407	2213	3767	4761	5334	6291	5097	5261	8263	4456	4086	5309	5336	3904	6400	7440	2899	5223	8355	1773	6042
YGL208W	355	181	295	357	298	352	869	383	642	787	433	666	602	287	369	663	281	386	291	300	371	312	253	346	649	402	473	749	336	504	404	167	248	400	155	277
YGL209W	239	95	107	239	100	77	336	59	120	353	56	81	291	54	105	344	45	56	182	75	104	207	79	110	325	50	112	335	54	117	275	28	89	245	30	72
YGL210W	399	329	425	311	436	426	292	215	290	285	208	303	363	214	298	373	240	275	258	351	351	260	350	415	253	267	280	308	223	330	364	236	394	375	187	369
YGL211W	1191	1063	1410	997	1150	1381	1011	386	634	978	379	716	1248	517	751	1382	486	650	798	898	1192	863	918	1367	668	446	535	970	388	629	1129	501	832	1216	398	853
YGL212W	302	201	237	343	258	316	489	219	336	434	189	365	501	176	292	643	178	256	236	312	303	293	254	327	382	247	266	458	207	298	495	173	295	511	79	310
YGL213C	164	264	333	157	326	339	100	175	280	94	209	314	191	214	391	215	257	304	138	330	346	158	355	432	117	238	258	100	220	297	253	258	437	264	186	420
YGL214W	18	24	30	13	31	15	10	18	20	12	13	30	18	22	28	11	22	25	12	29	21	13	31	34	9	20	26	9	10	24	25	29	36	16	11	48
YGL215W	3494	499	399	2330	408	467	2607	140	272	2321	134	220	1847	78	131	2109	77	190	2179	338	328	2222	307	443	1398	114	201	1909	116	292	1634	63	302	1720	61	260
YGL216W	2021	900	1192	1829	1125	1324	1543	325	613	1586	320	634	1766	212	541	2475	278	467	1037	751	1044	1227	796	1272	826	319	488	1071	300	561	1266	235	510	1381	153	529
YGL217C	15	8	23	14	14	20	18	5	6	14	1	8	18	2	5	23	2	6	6	10	14	7	13	14	12	4	5	7	2	8	12	3	4	15	2	8
YGL218W	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0
YGL219C	150	215	144	122	134	184	264	157	183	226	162	217	255	173	151	251	100	116	99	130	192	128	132	185	198	106	210	213	114	267	200	95	165	159	83	185
YGL220W	169	483	276	199	216	384	210	153	268	199	269	305	272	267	242	257	120	175	160	275	435	172	207	362	144	168	208	251	124	226	193	146	299	187	161	285
YGL221C	639	1387	2143	609	1780	2323	1105	1303	1826	1153	1458	2206	935	1878	2155	661	1581	1868	554	1763	2470	581	1876	2472	847	1750	1602	1015	1624	1775	893	1768	1889	978	2147	2076
YGL222C	35	23	37	37	35	32	65	46	58	54	42	57	40	65	47	47	64	55	32	42	45	33	38	41	80	64	44	45	68	71	41	86	90	53	35	68
YGL223C	397	260	441	384	348	472	417	335	530	378	294	452	520	331	472	495	370	414	365	405	517	345	402	607	341	376	440	415	389	541	443	317	528	457	216	503
YGL224C	525	522	675	532	720	821	557	171	337	464	203	329	923	267	387	762	223	393	354	568	765	424	532	830	341	215	278	481	267	387	591	199	483	680	158	465
YGL225W	1865	1206	1764	1780	1431	2030	2367	495	892	2163	542	1063	2673	585	883	2319	387	900	1966	1233	2281	2173	1325	2453	1527	656	948	2041	673	1332	2177	614	1594	2401	725	1410
YGL226C-A	59	78	81	61	98	90	115	49	96	99	98	102	93	84	94	91	55	69	41	136	113	54	115	133	86	78	84	94	81	110	104	97	150	97	62	113
YGL226W	35	82	65	41	82	79	50	57	60	47	56	62	33	50	63	52	47	52	22	64	62	39	59	58	36	56	43	41	46	70	38	41	72	49	50	69
YGL227W	1065	673	997	1131	816	1184	8211	1046	3055	7981	1202	3015	3813	298	1266	5259	410	1184	1004	1047	890	1075	918	1342	5774	903	2412	6202	841	2585	2697	273	1150	2761	139	1284
YGL228W	1767	894	1260	1655	1093	1324	1617	715	1384	1623	817	1512	1612	414	955	1915	610	924	1911	1201	1004	2137	1100	1595	1863	856	1183	1731	1015	1398	1967	551	1424	2061	479	1265
YGL229C	655	177	315	696	263	314	1652	335	790	1627	433	743	1236	189	509	1692	187	461	533	347	301	498	256	450	1354	411	781	1319	399	821	953	129	494	894	68	504
YGL230C	10	19	21	8	21	34	22	32	29	13	35	27	33	36	46	24	17	45	12	22	26	9	6	18	14	27	23	29	23	27	23	26	49	25	9	35
YGL231C	113	321	284	97	298	364	98	207	368	93	252	291	80	295	320	79	203	270	89	314	424	88	333	443	80	228	284	86	297	377	116	223	506	81	153	338
YGL232W	248	644	615	205	563	634	286	408	731	199	617	726	253	506	581	211	679	568	180	766	307	200	756	545	246	527	522	227	622	767	397	834	816	394	236	848
YGL233W	2302	1587	1824	2201	1731	1919	2635	1371	1931	2530	1476	1811	3162	918	1126	3497	1011	1209	1886	1659	1884	1984	1604	2143	2066	1211	1743	2463	1401	2121	2659	692	1582	2711	243	1503
YGL234W	11462	9593	12243	11347	11056	12590	4621	2877	4024	4639	2976	3979	5956	3213	2766	6886	3185	3418	9788	11791	15999	9838	11799	16517	3016	3123	3114	3858	3469	4291	4976	3547	3686	5598	3052	3774
YGL235W	2	2	3	0	1	1	2	0	0	1	1	1	5	0	0	5	0	1	3	0	0	2	0	1	2	0	1	2	0	0	1	1	2	8	0	2
YGL236C	1330	537	773	1231	706	898	523	54	152	503	46	162	645	74	149	694	84	153	849	390	778	1007	329	812	318	37	111	359	33	117	531	36	152	645	43	203
YGL237C	126	89	117	105	127	147	275	232	367	277	227	357	163	194	220	219	202	192	60	54	134	58	66	173	164	124	256	164	113	356	93	76	187	75	55	195
YGL238W	4391	3707	4315	4023	3986	4254	3987	2385	3409	3769	2585	3676	4972	2254	2947	5927	2392	3077	3279	3456	3937	3657	3532	4914	3093	2547	3287	3692	2478	4042	5166	2159	4124	5646	1543	4488
YGL239C	35	15	20	22	19	21	20	8	6	25	2	12	35	5	8	39	4	7	25	23	15	31	13	31	20	7	9	26	4	8	29	4	10	28	5	7
YGL240W	371	118	162	375	143	169	235	45	86	251	35	95	304	42	76	327	39	75	232	127	140	321	130	184	196	47	61	268	33	73	272	30	113	260	34	86
YGL241W	1480	950	1346	1464	1123	1403	539	265	493	531	305	576	873	452	926	1186	581	798	1270	1397	1130	1465	1177	1834	572	431	544	620	449	654	1035	590	1076	997	396	1111
YGL242C	160	779	679	146	827	779	159	754	915	165	870	883	187	718	748	170	786	766	128	806	591	122	821	673	118	768	617	163	715	857	188	710	808	192	313	858
YGL243W	740	546	680	615	615	654	678	287	441	634	289	470	827	252	399	639	288	398	628	609	429	552	599	567	412	271	263	677	266	338	863	233	514	978	106	524
YGL244W	594	750	702	436	574	689	380	315	510	311	319	511	347	246	376	588	473	384	407	1202	391	403	1118	624	358	550	425	307	570	568	456	587	750	422	232	624
YGL245W	10141	10644	12139	9759	12964	14501	9167	7201	9682	8882	6405	8683	8838	8964	7394	10524	9415	7418	7703	13032	17102	7430	13394	15674	5634	9757	9621	6414	10842	14263	7441	10426	11325	7876	10001	10890
YGL246C	839	981	1343	712	1044	1234	372	438	759	373	489	727	685	568	812	574	578	779	500	892	763	524	1022	1102	283	571	456	342	501	579	702	637	1025	766	390	924
YGL247W	214	285	363	227	284	376	481	200	287	484	219	320	549	203	318	614	160	262	155	269	309	199	246	365	348	216	291	427	178	316	450	161	378	477	82	365
YGL248W	1020	625	755	1026	876	866	3419	1422	2646	3226	1556	2860	2885	805	1599	3030	852	1420	598	608	618	667	576	733	1948	1147	1545	2342	1075	1684	2122	477	1240	2248	321	1161
YGL249W	220	72	92	175	79	128	198	43	88	184	62	124	555	279	455	510	225	346	126	81	129	163	74	115	207	62	100	253	64	138	483	191	450	537	75	373
YGL250W	62	111	142	71	135	151	264	441	534	266	436	630	222	339	363	149	278	310	61	156	186	68	145	182	196	490	381	227	380	434	143	201	263	182	130	249
YGL251C	1099	385	620	937	489	653	1044	197	448	1088	209	455	1163	96	311	1539	106	306	676	460	457	782	414	544	804	149	321	794	131	350	968	98	389	954	58	389
YGL252C	1273	1228	1560	1160	1463	1360	1460	822	1371	1463	828	1495	1845	405	1011	2484	666	955	1047	1912	1024	1112	1768	1658	1383	1162	1216	1315	1179	1392	1904	694	1321	2085	377	1324
YGL253W	7195	8598	13841	6958	11945	15053	8601	17321	24155	8288	17341	23499	9518	16083	17296	8586	15362	16522	6491	13480	19617	6118	12821	18632	6770	19692	18047	7657	19907	24629	10734	14512	18264	10566	16562	19108
YGL254W	251	146	154	189	148	214	286	95	176	272	102	169	233	112	127	229	110	133	187	140	179	185	127	188	174	111	131	299	103	186	203	101	165	239	128	144
YGL255W	3922	2854	4239	3279	2708	3662	1437	972	1454	1239	1032	1629	1875	1314	1539	1577	1014	1460	2829	1508	2825	4273	2549	4262	1053	815	947	1416	961	1450	1682	831	1503	1882	726	1756
YGL256W	2176	635	1166	1943	838	1172	1081	232	516	1061	236	578	1240	231	430	1340	208	466	1418	626	911	1518	621	994	649	207	335	801	234	425	1078	187	521	1061	116	522
YGL257C	2208	1104	1483	1937	1292	1572	1560	446	836	1513	511	825	2258	322	787	2524	394	741	1720	1091	1170	1777	1063	1504	1098	406	561	1375	374	686	2035	270	984	2083	153	1018
YGL258W	53	29	43	30	30	45	43	32	32	38	25	42	47	26	30	35	27	22	26	32	41	42	34	43	41	22	24	42	25	27	43	16	31	46	11	44
YGL258W-A	8	5	6	10	7	5	91	16	52	86	18	45	49	22	33	48	7	26	6	5	9	17	8	7	40	14	19	44	8	27	31	6	15	33	3	20
YGL259W	13	3	7	8	6	7	89	19	49	85	12	51	50	12	19	32	5	12	4	5	8	7	4	3	40	11	31	40	14	23	27	7	13	26	5	18
YGL260W	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0
YGL261C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL262W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGL263W	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YGR001C	220	369	336	177	379	363	207	253	329	180	327	333	208	336	273	175	256	301	157	423	352	160	419	468	203	251	276	193	321	336	199	386	620	220	335	333
YGR002C	305	204	260	280	303	304	478	324	514	455	378	550	436	246	431	573	347	345	228	303	266	269	253	397	402	310	417	410	332	549	466	255	425	478	127	391
YGR003W	1112	615	879	924	808	979	1208	484	834	1206	505	870	1785	524	903	2105	584	840	736	722	796	935	817	1127	965	605	681	1252	512	826	1774	518	1048	1697	287	1177
YGR004W	470	333	449	463	400	471	372	212	322	357	219	348	473	200	300	448	166	281	429	325	402	524	339	541	356	239	295	422	234	383	533	172	386	566	127	379
YGR005C	300	532	633	252	486	561	349	366	743	316	472	772	598	312	661	832	539	569	212	776	265	241	785	655	353	559	547	342	609	704	628	584	892	637	230	788
YGR006W	201	106	146	187	155	159	256	124	185	245	113	160	356	106	134	482	122	162	120	88	100	138	119	157	207	99	174	293	81	189	364	69	171	358	34	154
YGR007W	863	1074	1183	695	1145	1247	816	633	835	810	578	802	1133	619	759	1182	674	755	605	1135	1012	720	1179	1347	622	702	650	884	677	869	1064	779	894	1118	463	920
YGR008C	70	280	264	75	247	333	1328	8603	10645	1184	10622	12338	979	6073	6828	619	5237	4899	58	290	334	81	401	305	922	9463	6792	939	7452	7504	546	3493	3909	506	936	2973
YGR009C	493	607	722	461	535	676	745	505	1131	626	759	1099	679	418	660	1224	853	706	377	922	332	416	924	688	713	909	833	683	888	1024	935	719	1045	876	274	937
YGR010W	505	251	346	466	317	433	851	223	427	773	264	465	825	158	331	923	189	282	408	279	382	421	284	379	551	244	380	661	208	398	678	153	324	723	114	324
YGR011W	49	38	49	50	33	48	100	36	67	80	31	65	81	25	37	98	13	24	47	43	45	53	35	50	54	29	38	73	22	61	78	12	35	81	8	38
YGR012W	588	380	503	484	532	559	616	372	599	589	393	581	561	298	336	565	268	368	546	460	628	558	511	680	501	433	491	654	430	597	571	289	444	643	222	457
YGR013W	758	833	1161	707	1067	1425	802	666	1157	774	714	1070	730	525	809	1116	818	810	519	970	859	622	914	1362	605	801	818	646	699	868	761	597	737	815	312	805
YGR014W	2189	708	642	1690	642	532	994	143	203	817	153	211	1151	94	182	1235	106	213	1842	715	750	1509	623	741	558	166	173	701	174	250	1432	117	380	1180	88	308
YGR015C	203	125	162	166	152	184	193	84	164	202	84	158	252	112	161	214	77	129	124	105	189	124	83	203	138	82	133	169	78	157	203	45	142	237	43	145
YGR016W	85	64	117	116	71	100	89	53	99	78	68	107	120	67	104	127	56	77	79	70	82	90	82	118	98	84	93	127	72	91	126	42	109	116	32	101
YGR017W	384	450	638	317	555	599	536	618	895	483	724	907	674	387	629	811	470	530	267	543	307	297	474	478	334	606	670	468	651	742	547	387	715	639	149	661
